,name,state,population,poverty_%,la_kids_%,la_novehicle_%,la_snap_%,fips
1251,Henry County,OH,28215,9.53,20.59,1.29,2.7,39069
1252,Henry County,TN,32330,19.81,20.47,1.96,7.08,47079
1253,Henry County,VA,54151,20.27,19.22,2.98,7.65,51089
1254,Herkimer County,NY,64519,14.55,16.96,2.08,4.64,36043
1255,Hernando County,FL,172778,14.28,17.3,1.49,5.29,12053
1256,Hertford County,NC,24669,23.57,18.27,3.17,9.42,37091
1257,Hettinger County,ND,2477,9.37,18.89,0.65,2.58,38041
1258,Hickman County,KY,4902,15.42,20.95,3.02,4.75,21105
1259,Hickman County,TN,24690,17.94,22.27,1.92,5.63,47081
1260,Hickory County,MO,9627,17.16,17.13,1.73,6.98,29085
1261,Hidalgo County,NM,4894,27.79,19.88,1.53,5.8,35023
1262,Hidalgo County,TX,774769,31.27,27.95,1.31,6.43,48215
1263,Highland County,OH,43589,20.81,20.77,2.28,5.8,39071
1264,Highland County,VA,2321,12.27,14.91,3.32,3.02,51091
1265,Highlands County,FL,98786,19.35,15.3,1.67,4.77,12055
1266,Hill County,MT,16096,18.93,23.71,1.3,5.03,30041
1267,Hill County,TX,35089,15.76,20.96,1.4,4.19,48217
1268,Hillsborough County,FL,1229226,15.98,17.31,1.48,3.58,12057
1269,Hillsborough County,NH,400721,8.16,19.1,1.16,1.79,33011
1270,Hillsdale County,MI,46688,16.35,22.79,2.24,4.41,26059
1271,Hinds County,MS,245285,22.63,21.09,2.09,5.32,28049
1272,Hinsdale County,CO,843,12.98,12.34,0.71,0.95,8053
1273,Hitchcock County,NE,2908,12.66,21.35,1.44,3.95,31087
1274,Hocking County,OH,29380,13.65,22.87,1.88,6.93,39073
1275,Hockley County,TX,22935,15.75,20.25,1.22,3.95,48219
1276,Hodgeman County,KS,1916,11.6,13.67,0.57,0.99,20083
1277,Hoke County,NC,46952,21.35,28.86,1.71,5.99,37093
1278,Holmes County,FL,19927,25.9,19.64,2.44,7.43,12059
1279,Holmes County,MS,19198,43.64,26.96,3.98,9.6,28051
1280,Holmes County,OH,42366,11.1,32.71,8.31,1.29,39075
1281,Holt County,MO,4912,12.86,17.79,2.91,3.5,29087
1282,Holt County,NE,10435,8.41,17.08,0.91,0.91,31089
1283,Honolulu County,HI,953207,8.83,13.39,0.84,1.36,15003
1284,Hood County,TX,51182,10.77,19.8,0.87,3.08,48221
1285,Hood River County,OR,22346,10.0,16.3,0.78,2.55,41027
1286,Hooker County,NE,736,17.05,21.33,0.14,2.04,31091
1287,Hoonah-Angoon Census Area,AK,2150,9.78,19.72,13.07,6.0,2105
1288,Hopewell city,VA,22591,21.02,18.8,2.3,6.67,51670
1289,Hopkins County,KY,46920,18.15,20.74,2.2,5.02,21107
1290,Hopkins County,TX,35161,16.99,21.57,0.94,3.95,48223
1291,Horry County,SC,269291,16.77,16.79,1.39,4.1,45051
1292,Hot Spring County,AR,32923,17.57,21.86,1.7,5.63,5059
1293,Hot Springs County,WY,4812,14.48,14.44,1.5,2.66,56017
1294,Houghton County,MI,36628,22.16,17.14,2.49,3.47,26061
1295,Houston County,AL,101547,18.9,19.68,1.74,4.39,1069
1296,Houston County,GA,139900,16.26,22.94,1.59,4.25,13153
1297,Houston County,MN,19027,7.69,19.14,1.29,1.96,27055
1298,Houston County,TN,8426,15.77,21.28,1.98,5.35,47083
1299,Houston County,TX,23732,23.89,18.32,2.37,4.48,48225
1300,Howard County,AR,13789,19.24,23.59,2.49,5.61,5061
1301,Howard County,IA,9566,11.96,20.73,1.68,2.3,19089
1302,Howard County,IN,82752,16.09,20.14,2.18,4.4,18067
1303,Howard County,MD,287085,5.34,19.53,0.83,1.26,24027
1304,Howard County,MO,10144,15.39,17.71,0.89,3.47,29089
1305,Howard County,NE,6274,10.5,18.3,0.88,2.23,31093
1306,Howard County,TX,35012,17.23,18.66,1.45,2.62,48227
1307,Howell County,MO,40400,22.1,21.87,2.35,6.29,29091
1308,Hubbard County,MN,20428,10.93,18.94,1.07,2.66,27057
1309,Hudson County,NJ,634266,16.47,2.37,0.69,0.51,34017
1310,Hudspeth County,TX,3476,28.16,30.12,1.29,8.63,48229
1311,Huerfano County,CO,6711,16.06,11.38,1.37,3.34,8055
1312,Hughes County,OK,14003,22.95,17.76,1.41,4.51,40063
1313,Hughes County,SD,17022,11.2,20.02,1.63,2.03,46065
1314,Humboldt County,CA,134623,20.28,13.31,1.49,2.97,6023
1315,Humboldt County,IA,9815,11.74,18.6,1.59,3.63,19091
1316,Humboldt County,NV,16528,11.25,21.09,0.73,1.55,32013
1317,Humphreys County,MS,9375,38.43,22.98,3.7,10.21,28053
1318,Humphreys County,TN,18538,17.9,20.55,1.43,4.61,47085
1319,Hunt County,TX,86129,18.3,22.53,1.8,4.54,48231
1320,Hunterdon County,NJ,128349,4.74,21.27,0.92,0.97,34019
1321,Huntingdon County,PA,45913,13.31,17.37,1.52,3.87,42061
1322,Huntington County,IN,37124,10.23,21.04,1.49,2.71,18069
1323,Huron County,MI,33118,12.82,19.21,2.2,4.09,26063
1324,Huron County,OH,59626,13.57,20.54,1.74,3.82,39077
1325,Hutchinson County,SD,7343,10.63,18.34,1.29,1.57,46067
1326,Hutchinson County,TX,22150,15.21,20.28,1.44,2.96,48233
1327,Hyde County,NC,5810,22.31,17.75,0.38,7.71,37095
1328,Hyde County,SD,1420,14.42,15.07,1.48,1.41,46069
1329,Iberia Parish,LA,73240,21.91,22.45,2.77,6.06,22045
1330,Iberville Parish,LA,33387,17.61,17.21,2.28,5.72,22047
1331,Ida County,IA,7089,10.52,20.02,2.14,4.1,19093
1332,Idaho County,ID,16267,14.38,15.63,1.14,2.78,16049
1333,Imperial County,CA,174528,25.64,19.11,1.21,3.64,6025
1334,Independence County,AR,36647,17.32,22.07,1.51,3.92,5063
1335,Indian River County,FL,138028,11.88,15.75,1.84,3.47,12061
1336,Indiana County,PA,88880,19.06,16.75,2.5,4.19,42063
1337,Ingham County,MI,280895,19.36,17.35,2.53,4.13,26065
1338,Inyo County,CA,18546,10.32,13.58,1.23,2.18,6027
1339,Ionia County,MI,63905,11.95,21.86,1.59,4.24,26067
1340,Iosco County,MI,25887,16.31,15.39,2.43,7.1,26069
1341,Iowa County,IA,16355,8.26,18.28,0.92,1.35,19095
1342,Iowa County,WI,23687,7.72,20.7,1.19,3.26,55049
1343,Iredell County,NC,159437,12.01,21.66,1.02,2.48,37097
1344,Irion County,TX,1599,14.83,23.01,0.38,1.81,48235
1345,Iron County,MI,11817,14.13,14.45,2.67,4.05,26071
1346,Iron County,MO,10630,20.96,19.24,2.97,6.6,29093
1347,Iron County,UT,46163,19.95,26.72,1.08,2.65,49021
1348,Iron County,WI,5916,14.94,13.57,1.67,5.16,55051
1349,Iroquois County,IL,29718,13.94,21.31,1.75,4.78,17075
1350,Irwin County,GA,9538,26.6,21.79,1.85,5.54,13155
1351,Isabella County,MI,70311,29.35,15.38,1.6,3.23,26073
1352,Isanti County,MN,37816,7.14,24.36,1.33,2.31,27059
1353,Island County,WA,78506,9.07,18.15,0.99,3.01,53029
1354,Isle of Wight County,VA,35270,10.08,21.03,1.36,3.86,51093
1355,Issaquena County,MS,1406,41.69,19.99,4.27,8.18,28055
1356,Itasca County,MN,45058,13.23,18.97,1.62,3.71,27061
1357,Itawamba County,MS,23401,15.64,22.28,1.41,4.09,28057
1358,Izard County,AR,13696,16.86,17.86,1.69,5.04,5065
1359,Jack County,TX,9044,14.74,19.26,1.71,1.91,48237
1360,Jackson County,AL,53227,20.33,21.26,1.7,4.81,1071
1361,Jackson County,AR,17997,24.61,17.85,1.86,6.61,5067
1362,Jackson County,CO,1394,15.66,15.06,0.57,2.22,8057
1363,Jackson County,FL,49746,20.06,18.05,2.08,5.24,12063
1364,Jackson County,GA,60485,11.16,25.07,1.55,4.12,13157
1365,Jackson County,IA,19848,12.49,20.39,2.35,3.96,19097
1366,Jackson County,IL,60218,28.97,15.53,3.43,5.95,17077
1367,Jackson County,IN,42376,15.94,20.55,1.71,3.44,18071
1368,Jackson County,KS,13462,9.9,23.36,0.8,1.84,20085
1369,Jackson County,KY,13494,30.14,23.21,3.17,11.07,21109
1370,Jackson County,MI,160248,13.58,20.84,2.36,4.61,26075
1371,Jackson County,MN,10266,7.8,18.86,1.18,1.78,27063
1372,Jackson County,MO,674158,15.49,17.77,2.2,3.22,29095
1373,Jackson County,MS,139668,16.29,22.5,1.28,4.06,28059
1374,Jackson County,NC,40271,20.42,16.55,2.02,4.4,37099
1375,Jackson County,OH,33225,19.48,19.22,2.2,6.04,39079
1376,Jackson County,OK,26446,17.43,19.52,1.76,4.11,40065
1377,Jackson County,OR,203206,16.22,15.45,1.47,5.05,41029
1378,Jackson County,SD,3031,45.05,28.14,2.71,5.71,46071
1379,Jackson County,TN,11638,19.44,20.2,2.12,7.46,47087
1380,Jackson County,TX,14075,13.87,19.99,1.41,3.95,48239
1381,Jackson County,WI,20449,12.08,21.67,2.36,4.72,55053
1382,Jackson County,WV,29211,15.45,20.42,2.61,5.01,54035
1383,Jackson Parish,LA,16274,25.18,20.68,4.06,7.75,22049
1384,James City County,VA,67009,7.75,18.62,1.08,1.54,51095
1385,Jasper County,GA,13900,17.89,23.68,1.81,7.15,13159
1386,Jasper County,IA,36842,9.81,17.52,1.03,3.58,19099
1387,Jasper County,IL,9698,13.39,21.07,2.16,4.65,17079
1388,Jasper County,IN,33478,8.87,20.95,0.71,2.11,18073
1389,Jasper County,MO,117404,17.59,20.7,1.59,4.15,29097
1390,Jasper County,MS,17062,23.35,23.77,2.3,7.52,28061
1391,Jasper County,SC,24777,20.36,22.46,1.78,5.29,45053
1392,Jasper County,TX,35710,16.66,22.22,1.47,3.93,48241
1393,Jay County,IN,21253,16.67,25.08,3.29,3.68,18075
1394,Jeff Davis County,GA,15068,20.55,26.07,2.88,5.91,13161
1395,Jeff Davis County,TX,2342,6.54,15.03,0.0,2.43,48243
1396,Jefferson County,AL,658466,17.55,19.29,2.43,4.82,1073
1397,Jefferson County,AR,77435,23.0,19.23,3.05,5.95,5069
1398,Jefferson County,CO,534543,7.52,16.86,0.98,1.2,8059
1399,Jefferson County,FL,14761,15.21,16.2,1.18,5.29,12065
1400,Jefferson County,GA,16930,25.07,20.25,3.6,7.55,13163
1401,Jefferson County,IA,16843,14.28,14.48,1.94,4.22,19101
1402,Jefferson County,ID,26140,7.85,33.66,0.42,2.65,16051
1403,Jefferson County,IL,38827,18.22,18.39,2.23,5.32,17081
1404,Jefferson County,IN,32428,15.32,18.53,1.12,3.04,18077
1405,Jefferson County,KS,19126,7.98,19.47,0.73,1.85,20087
1406,Jefferson County,KY,741096,15.26,15.98,2.72,3.49,21111
1407,Jefferson County,MO,218733,10.31,22.22,1.08,3.63,29099
1408,Jefferson County,MS,7726,49.46,21.37,4.63,11.45,28063
1409,Jefferson County,MT,11406,8.94,22.28,0.83,2.13,30043
1410,Jefferson County,NE,7547,12.0,17.95,1.55,3.45,31095
1411,Jefferson County,NY,116229,14.0,20.38,2.03,4.16,36045
1412,Jefferson County,OH,69709,19.27,16.64,2.97,5.81,39081
1413,Jefferson County,OK,6472,22.8,19.76,1.22,6.63,40067
1414,Jefferson County,OR,21720,19.68,18.61,0.84,7.27,41031
1415,Jefferson County,PA,45200,13.9,17.41,2.26,3.79,42065
1416,Jefferson County,TN,51407,14.32,20.34,1.19,6.38,47089
1417,Jefferson County,TX,252273,18.03,18.25,2.17,4.55,48245
1418,Jefferson County,WA,29872,13.44,12.65,1.33,3.65,53031
1419,Jefferson County,WI,83686,9.03,17.96,0.97,2.44,55055
1420,Jefferson County,WV,53498,9.85,21.2,1.07,3.67,54037
1421,Jefferson Davis County,MS,12487,27.26,22.93,3.49,8.62,28065
1422,Jefferson Davis Parish,LA,31594,20.04,20.97,2.01,4.47,22053
1423,Jefferson Parish,LA,432552,15.58,13.39,1.48,2.78,22051
1424,Jenkins County,GA,8340,29.81,21.07,3.17,7.84,13165
1425,Jennings County,IN,28525,14.77,25.08,1.47,3.93,18079
1426,Jerauld County,SD,2071,8.31,21.0,1.35,1.74,46073
1427,Jerome County,ID,22374,18.14,26.23,0.75,3.43,16053
1428,Jersey County,IL,22985,9.35,22.21,1.79,4.02,17083
1429,Jessamine County,KY,48586,17.96,20.45,1.13,4.41,21113
1430,Jewell County,KS,3077,15.94,14.17,2.01,2.24,20089
1431,Jim Hogg County,TX,5300,26.69,23.75,3.83,8.66,48247
1432,Jim Wells County,TX,40838,22.85,23.44,1.63,4.83,48249
1433,Jo Daviess County,IL,22678,8.34,18.58,1.5,2.34,17085
1434,Johnson County,AR,25540,21.98,22.49,1.61,4.63,5071
1435,Johnson County,GA,9980,22.61,18.48,2.49,6.14,13167
1436,Johnson County,IA,130882,19.39,14.66,1.25,1.64,19103
1437,Johnson County,IL,12582,22.5,16.19,1.41,3.7,17087
1438,Johnson County,IN,139654,8.81,22.8,0.99,2.04,18081
1439,Johnson County,KS,544179,5.65,19.27,0.87,0.85,20091
1440,Johnson County,KY,23356,22.6,22.32,4.92,10.52,21115
1441,Johnson County,MO,52595,16.92,21.47,1.83,3.3,29101
1442,Johnson County,NE,5217,9.6,15.56,1.96,2.26,31097
1443,Johnson County,TN,18244,22.8,16.86,2.24,7.59,47091
1444,Johnson County,TX,150934,11.01,22.56,0.68,3.04,48251
1445,Johnson County,WY,8569,11.55,16.96,2.56,0.2,56019
1446,Johnston County,NC,168878,13.58,24.8,1.17,4.35,37101
1447,Johnston County,OK,10957,20.45,21.04,1.56,6.11,40069
1448,Jones County,GA,28669,14.84,25.11,1.6,5.38,13169
1449,Jones County,IA,20638,10.18,16.46,1.34,2.1,19105
1450,Jones County,MS,67761,22.09,23.1,1.73,5.28,28067
1451,Jones County,NC,10153,26.17,19.18,2.45,7.64,37103
1452,Jones County,SD,1006,10.61,22.37,0.99,2.98,46075
1453,Jones County,TX,20202,11.12,16.13,1.73,3.29,48253
1454,Josephine County,OR,82713,18.6,16.44,1.52,7.33,41033
1455,Juab County,UT,10246,11.39,34.62,0.87,1.48,49023
1456,Judith Basin County,MT,2072,13.74,16.7,1.16,2.32,30045
1457,Juneau City and Borough,AK,31275,7.98,19.87,2.11,2.49,2110
1458,Juneau County,WI,26664,14.11,20.6,1.26,5.08,55057
1459,Juniata County,PA,24636,11.84,22.67,2.79,3.65,42067
1460,Kalamazoo County,MI,250331,16.95,17.62,2.09,3.52,26077
1461,Kalawao County,HI,90,10.61,0.0,16.67,1.11,15005
1462,Kalkaska County,MI,17153,17.12,20.56,1.78,5.43,26079
1463,Kanabec County,MN,16239,10.75,21.5,1.37,3.23,27065
1464,Kanawha County,WV,193063,17.28,16.44,2.94,5.2,54039
1465,Kandiyohi County,MN,42239,10.59,21.55,1.73,2.95,27067
1466,Kane County,IL,515269,10.12,20.57,0.97,2.27,17089
1467,Kane County,UT,7125,12.78,20.63,0.86,1.47,49025
1468,Kankakee County,IL,113449,14.98,20.88,2.26,5.01,17091
1469,Karnes County,TX,14824,19.23,14.98,1.19,3.37,48255
1470,Kauai County,HI,67091,8.81,19.43,1.2,2.8,15007
1471,Kaufman County,TX,103350,13.59,25.96,1.13,3.4,48257
1472,Kay County,OK,46562,17.64,20.8,2.19,5.42,40071
1473,Kearney County,NE,6489,10.56,14.59,0.99,1.36,31099
1474,Kearny County,KS,3977,19.89,21.05,0.73,2.31,20093
1475,Keith County,NE,8368,11.67,14.7,1.68,1.8,31101
1476,Kemper County,MS,10456,29.45,23.33,3.93,10.5,28069
1477,Kenai Peninsula Borough,AK,55400,12.15,22.44,2.26,3.49,2122
1478,Kendall County,IL,114736,5.38,27.8,0.53,2.23,17093
1479,Kendall County,TX,33410,5.5,21.82,0.93,1.59,48259
1480,Kenedy County,TX,416,7.06,24.52,2.64,8.89,48261
1481,Kennebec County,ME,122151,13.26,17.14,1.91,4.83,23011
1482,Kenosha County,WI,166426,13.8,20.25,1.82,4.13,55059
1483,Kent County,DE,162310,13.88,20.59,1.95,4.85,10001
1484,Kent County,MD,20197,12.75,14.2,2.58,3.93,24029
1485,Kent County,MI,602622,12.59,18.12,1.55,2.43,26081
1486,Kent County,RI,166158,8.0,15.85,1.46,3.27,44003
1487,Kent County,TX,808,10.89,22.9,4.33,4.95,48263
1488,Kenton County,KY,159720,12.65,20.1,2.08,3.02,21117
1489,Keokuk County,IA,10511,10.42,19.75,0.93,3.96,19107
1490,Kern County,CA,839631,21.93,18.18,1.11,2.86,6029
1491,Kerr County,TX,49625,13.41,18.26,1.15,3.48,48265
1492,Kershaw County,SC,61697,16.51,23.19,1.31,4.18,45055
1493,Ketchikan Gateway Borough,AK,13477,10.55,14.12,2.32,3.22,2130
1494,Kewaunee County,WI,20574,8.48,20.01,1.33,2.28,55061
1495,Keweenaw County,MI,2156,11.9,17.86,1.62,4.17,26083
1496,Keya Paha County,NE,824,6.06,21.72,0.24,0.73,31103
1497,Kidder County,ND,2435,10.0,21.48,0.74,2.83,38043
1498,Kimball County,NE,3821,9.45,13.19,1.65,2.56,31105
1499,Kimble County,TX,4607,21.76,12.37,1.09,2.39,48267
1500,King County,TX,286,8.77,23.78,0.0,2.45,48269
1501,King County,WA,1931249,9.8,13.89,1.08,1.86,53033
1502,King George County,VA,23584,5.78,25.36,1.27,2.94,51099
1503,King William County,VA,15935,10.17,23.53,0.85,2.43,51101
1504,King and Queen County,VA,6945,16.44,20.71,1.31,3.82,51097
1505,Kingfisher County,OK,15034,11.25,22.88,0.82,1.99,40073
1506,Kingman County,KS,7858,7.67,20.82,0.9,1.5,20095
1507,Kings County,CA,152982,17.99,18.12,0.89,2.58,6031
1508,Kings County,NY,2504700,21.36,0.35,0.17,0.06,36047
1509,Kingsbury County,SD,5148,9.5,14.7,1.03,1.57,46077
1510,Kinney County,TX,3598,18.62,9.56,0.39,3.5,48271
1511,Kiowa County,CO,1398,11.25,22.46,2.15,6.37,8061
1512,Kiowa County,KS,2553,8.31,18.29,1.57,2.66,20097
1513,Kiowa County,OK,9446,22.35,15.68,1.76,5.77,40075
1514,Kit Carson County,CO,8270,10.04,16.96,0.82,1.97,8063
1515,Kitsap County,WA,251133,9.97,19.05,1.37,3.25,53035
1516,Kittitas County,WA,40915,20.17,16.1,1.09,3.54,53037
1517,Kittson County,MN,4552,10.59,16.19,1.16,1.6,27069
1518,Klamath County,OR,66380,20.03,17.93,1.67,7.34,41035
1519,Kleberg County,TX,32061,26.89,21.5,2.75,5.19,48273
1520,Klickitat County,WA,20318,14.92,16.15,0.93,5.36,53039
1521,Knott County,KY,16346,33.01,21.47,5.02,13.63,21119
1522,Knox County,IL,52919,18.16,16.17,2.04,4.63,17095
1523,Knox County,IN,38440,18.44,16.7,1.87,3.95,18083
1524,Knox County,KY,31883,33.43,23.23,3.97,11.71,21121
1525,Knox County,ME,39736,11.11,15.87,1.33,3.21,23013
1526,Knox County,MO,4131,19.13,19.95,1.16,4.04,29103
1527,Knox County,NE,8701,10.82,18.16,1.7,2.37,31107
1528,Knox County,OH,60921,14.46,22.01,2.35,3.78,39083
1529,Knox County,TN,432226,15.84,18.89,2.01,4.08,47093
1530,Knox County,TX,3719,14.55,13.2,0.51,3.04,48275
1531,Kodiak Island Borough,AK,13592,9.33,22.81,2.97,2.5,2150
1532,Koochiching County,MN,13311,16.46,14.78,1.63,3.91,27071
1533,Kootenai County,ID,138494,12.19,20.06,0.74,2.84,16055
1534,Kosciusko County,IN,77358,10.31,22.15,1.77,2.13,18085
1535,Kossuth County,IA,15543,9.87,19.73,1.38,3.41,19109
1536,La Crosse County,WI,114638,14.53,17.02,1.34,2.31,55063
1537,La Paz County,AZ,20489,20.91,16.09,2.95,6.06,4012
1538,La Plata County,CO,51334,8.79,17.39,0.67,1.38,8067
1539,La Salle County,TX,6886,12.15,20.3,1.09,3.88,48283
1540,LaGrange County,IN,37128,7.31,32.19,8.16,1.52,18087
1541,LaMoure County,ND,4139,11.55,18.36,1.43,1.35,38045
1542,LaPorte County,IN,111467,16.95,18.65,2.13,4.22,18091
1543,LaSalle County,IL,113924,13.52,17.95,1.69,3.88,17099
1544,Labette County,KS,21607,17.7,19.68,1.77,2.81,20099
1545,Lac qui Parle County,MN,7259,8.55,15.07,1.1,1.74,27073
1546,Lackawanna County,PA,214437,15.61,13.28,1.99,3.42,42069
1547,Laclede County,MO,35571,14.99,21.3,1.59,4.48,29105
1548,Lafayette County,AR,7645,22.2,21.09,3.45,7.29,5073
1549,Lafayette County,FL,8870,17.76,17.17,1.69,4.49,12067
1550,Lafayette County,MO,33381,12.89,19.95,2.03,3.64,29107
1551,Lafayette County,MS,47351,26.87,17.85,1.54,2.9,28071
1552,Lafayette County,WI,16836,10.79,24.01,1.92,3.83,55065
1553,Lafayette Parish,LA,221578,17.14,18.28,1.73,3.31,22055
1554,Lafourche Parish,LA,96318,15.62,20.89,2.03,3.92,22057
1555,Lake County,CA,64665,21.08,16.48,1.89,3.35,6033
1556,Lake County,CO,7310,16.73,19.77,1.16,2.78,8065
1557,Lake County,FL,297052,12.54,18.09,1.77,4.15,12069
1558,Lake County,IL,703462,8.74,20.46,1.06,1.92,17097
1559,Lake County,IN,496005,16.75,19.02,1.92,3.57,18089
1560,Lake County,MI,11539,24.11,16.2,3.06,8.93,26085
1561,Lake County,MN,10866,8.7,15.25,2.16,2.38,27075
1562,Lake County,MT,28746,20.86,19.5,1.02,4.75,30047
1563,Lake County,OH,230041,8.35,17.02,1.16,2.27,39085
1564,Lake County,OR,7895,16.58,15.48,1.77,6.5,41037
1565,Lake County,SD,11200,12.69,17.63,0.86,1.25,46079
1566,Lake County,TN,7832,27.79,14.59,3.6,9.38,47095
1567,Lake and Peninsula Borough,AK,1631,15.89,30.17,15.88,8.15,2164
1568,Lake of the Woods County,MN,4045,9.4,15.7,0.52,1.61,27077
1569,Lamar County,AL,14564,21.11,18.86,2.62,6.4,1075
1570,Lamar County,GA,18317,20.63,19.39,2.04,4.03,13171
1571,Lamar County,MS,55658,16.91,24.63,1.83,4.68,28073
1572,Lamar County,TX,49793,18.1,20.28,2.17,4.91,48277
1573,Lamb County,TX,13977,23.56,17.99,1.7,3.61,48279
1574,Lamoille County,VT,24475,14.68,20.03,1.39,4.3,50015
1575,Lampasas County,TX,19677,11.14,21.8,1.62,3.28,48281
1576,Lancaster County,NE,285407,12.98,15.09,1.31,1.94,31109
1577,Lancaster County,PA,519445,10.1,19.44,2.76,2.09,42071
1578,Lancaster County,SC,76652,16.06,20.92,1.62,4.19,45057
1579,Lancaster County,VA,11391,9.2,14.75,2.85,3.93,51103
1580,Lander County,NV,5775,14.92,16.21,1.35,2.82,32015
1581,Lane County,KS,1750,12.82,10.97,0.46,1.31,20101
1582,Lane County,OR,351715,18.64,14.02,1.61,5.13,41039
1583,Langlade County,WI,19977,14.12,17.96,1.96,5.71,55067
1584,Lanier County,GA,10078,23.83,24.24,2.98,5.77,13173
1585,Lapeer County,MI,88319,10.06,22.59,1.65,4.0,26087
1586,Laramie County,WY,91738,9.99,20.76,1.44,2.39,56021
1587,Larimer County,CO,299630,12.8,17.1,1.17,1.79,8069
1588,Larue County,KY,14193,15.45,19.85,1.22,6.4,21123
1589,Las Animas County,CO,15507,18.12,18.51,2.58,7.1,8071
1590,Lassen County,CA,34895,16.46,14.95,1.17,1.84,6035
1591,Latah County,ID,37244,21.33,13.14,1.17,2.21,16057
1592,Latimer County,OK,11154,18.97,21.19,2.01,5.42,40077
1593,Lauderdale County,AL,92709,15.68,18.76,2.3,4.29,1077
1594,Lauderdale County,MS,80261,22.36,22.77,2.96,5.93,28075
1595,Lauderdale County,TN,27815,21.19,21.08,3.22,7.6,47097
1596,Laurel County,KY,58849,23.84,22.45,2.42,7.44,21125
1597,Laurens County,GA,48434,26.68,23.41,2.71,6.72,13175
1598,Laurens County,SC,66537,19.99,21.86,2.64,5.54,45059
1599,Lavaca County,TX,19263,11.63,19.51,1.64,2.82,48285
1600,Lawrence County,AL,34339,16.78,22.53,2.06,5.86,1079
1601,Lawrence County,AR,17415,17.74,19.94,1.79,5.06,5075
1602,Lawrence County,IL,16833,16.97,15.3,1.35,4.47,17101
1603,Lawrence County,IN,46134,11.95,20.58,1.45,3.4,18093
1604,Lawrence County,KY,15860,26.82,20.71,2.22,8.42,21127
1605,Lawrence County,MO,38634,16.94,23.01,1.55,5.07,29109
1606,Lawrence County,MS,12929,18.99,23.41,1.82,4.99,28077
1607,Lawrence County,OH,62450,18.49,18.89,1.77,6.94,39087
1608,Lawrence County,PA,91108,14.31,18.43,3.03,6.38,42073
1609,Lawrence County,SD,24097,11.93,15.67,2.31,2.47,46081
1610,Lawrence County,TN,41869,18.59,23.58,2.5,6.42,47099
1611,Le Flore County,OK,50384,21.9,22.23,1.81,6.57,40079
1612,Le Sueur County,MN,27703,8.74,17.98,0.78,1.88,27079
1613,Lea County,NM,64727,16.5,21.0,0.97,3.56,35025
1614,Leake County,MS,23805,25.78,27.72,2.89,5.19,28079
1615,Leavenworth County,KS,76227,9.39,23.4,1.43,2.27,20103
1616,Lebanon County,PA,133568,10.48,15.88,1.31,2.21,42075
1617,Lee County,AL,140247,23.88,20.05,1.45,3.75,1081
1618,Lee County,AR,10424,25.79,17.81,4.52,9.0,5077
1619,Lee County,FL,618754,13.91,16.03,1.55,3.34,12071
1620,Lee County,GA,28298,13.98,25.42,1.02,3.28,13177
1621,Lee County,IA,35862,15.2,16.35,1.99,4.72,19111
1622,Lee County,IL,36031,10.97,17.85,1.86,3.81,17103
1623,Lee County,KY,7887,34.21,18.46,3.74,11.77,21129
1624,Lee County,MS,82910,16.13,22.99,1.96,4.15,28081
1625,Lee County,NC,57866,16.33,22.55,1.83,5.51,37105
1626,Lee County,SC,19220,24.68,19.66,3.13,7.3,45061
1627,Lee County,TX,16612,14.33,21.57,0.74,2.9,48287
1628,Lee County,VA,25587,24.16,18.64,3.57,8.77,51105
1629,Leelanau County,MI,21708,6.25,18.38,1.26,1.9,26089
1630,Leflore County,MS,32317,37.63,23.69,4.16,6.94,28083
1631,Lehigh County,PA,349497,12.81,15.43,1.56,2.43,42077
1632,Lemhi County,ID,7936,13.1,16.89,1.34,2.19,16059
1633,Lenawee County,MI,99892,12.45,20.19,1.75,3.86,26091
1634,Lenoir County,NC,59495,23.4,20.88,3.47,8.82,37107
1635,Leon County,FL,275487,21.85,16.56,1.82,3.9,12073
1636,Leon County,TX,16801,16.6,19.46,1.64,3.42,48289
1637,Leslie County,KY,11310,35.39,21.03,4.94,10.33,21131
1638,Letcher County,KY,24519,32.3,20.69,3.04,11.82,21133
1639,Levy County,FL,40801,20.73,19.43,1.79,6.72,12075
1640,Lewis County,ID,3821,14.05,16.7,1.52,3.09,16061
1641,Lewis County,KY,13870,27.95,22.05,3.24,9.78,21135
1642,Lewis County,MO,10211,15.58,23.12,2.17,2.81,29111
1643,Lewis County,NY,27087,14.09,23.4,1.72,5.52,36049
1644,Lewis County,TN,12161,20.33,20.91,2.94,6.59,47101
1645,Lewis County,WA,75455,14.38,18.89,1.7,6.24,53041
1646,Lewis County,WV,16372,20.99,17.79,2.5,7.15,54041
1647,Lewis and Clark County,MT,63395,11.4,18.05,1.43,2.89,30049
1648,Lexington County,SC,262391,13.13,21.52,1.56,3.99,45063
1649,Lexington city,VA,7042,21.62,5.03,0.92,0.88,51678
1650,Liberty County,FL,8365,13.82,20.1,1.57,5.26,12077
1651,Liberty County,GA,63453,16.55,26.23,1.76,4.55,13179
1652,Liberty County,MT,2339,14.26,21.98,4.23,1.37,30051
1653,Liberty County,TX,75643,14.41,23.64,1.8,5.25,48291
1654,Licking County,OH,166492,11.43,21.24,1.38,3.48,39089
1655,Limestone County,AL,82782,14.18,22.66,1.35,4.2,1083
1656,Limestone County,TX,23384,21.11,19.47,1.54,4.88,48293
